Category,JEE Marks,MHT-CET Marks,Branch,10th Marks,12th Marks
OBC,38,200,Chemical Engineering,69,86
General,213,17,Chemical Engineering,63,65
SC,279,15,Computer Science,53,61
General,156,0,Computer Science,96,98
OBC,89,180,Mechanical,68,94
OBC,187,49,Civil,55,88
General,160,42,Civil,77,88
General,238,178,Mechanical,92,73
OBC,0,58,Civil,84,55
SC,42,113,Mechanical,56,77
General,186,23,Computer Science,65,82
OBC,288,53,Mechanical,89,74
ST,162,13,Computer Science,88,65
OBC,64,76,Chemical Engineering,77,52
OBC,190,79,Mechanical,55,61
OBC,77,96,Civil,66,83
OBC,185,140,Biotechnology,69,47
General,129,23,Electrical,100,88
General,9,190,Computer Science,95,84
SC,152,155,Biotechnology,74,83
OBC,39,197,Mechanical,95,51
ST,140,176,Computer Science,64,48
OBC,143,115,Mechanical,72,89
ST,160,8,Mechanical,75,91
SC,262,129,Biotechnology,71,60
General,134,65,Mechanical,75,77
ST,106,32,Mechanical,63,93
General,196,14,Electrical,55,90
ST,57,138,Mechanical,52,52
OBC,223,130,Biotechnology,71,84
ST,150,79,Civil,73,77
OBC,25,56,Biotechnology,56,79
SC,50,121,Mechanical,54,81
OBC,72,123,Biotechnology,59,85
OBC,42,22,Chemical Engineering,53,62
SC,190,13,Chemical Engineering,65,69
ST,12,0,Electrical,46,60
OBC,121,37,Mechanical,59,88
OBC,271,193,Computer Science,66,77
ST,13,12,Electrical,98,85
General,240,173,Mechanical,53,57
OBC,78,95,Civil,63,84
General,113,200,Mechanical,87,89
OBC,0,58,Civil,84,59
SC,156,127,Biotechnology,76,58
ST,57,102,Electrical,100,59
SC,160,26,Mechanical,81,54
General,117,32,Electrical,92,91
General,118,34,Electrical,97,92
SC,272,132,Biotechnology,68,58
OBC,166,46,Electrical,71,70
OBC,121,61,Chemical Engineering,97,91
OBC,12,56,Civil,83,50
General,242,198,Electrical,79,53
ST,11,10,Electrical,52,57
ST,169,30,Computer Science,91,61
General,164,42,Civil,81,79
SC,155,129,Biotechnology,81,85
OBC,38,198,Mechanical,89,53
General,112,181,Biotechnology,68,57
General,245,176,Mechanical,93,77
SC,68,198,Mechanical,53,67
OBC,208,11,Biotechnology,62,68
ST,149,0,Mechanical,74,90
OBC,98,187,Mechanical,74,100
OBC,167,30,Electrical,73,73
General,165,9,Computer Science,91,100
SC,162,25,Mechanical,85,47
ST,259,156,Electrical,87,91
ST,24,13,Electrical,92,81
ST,65,106,Electrical,100,64
SC,85,195,Electrical,62,87
OBC,223,1,Biotechnology,60,71
OBC,10,164,Electrical,92,69
ST,116,39,Mechanical,66,91
ST,44,143,Mechanical,51,46
SC,177,3,Chemical Engineering,65,50
ST,111,28,Mechanical,64,91
OBC,45,185,Mechanical,90,57
SC,165,17,Mechanical,87,47
OBC,182,87,Mechanical,55,56
SC,270,131,Computer Science,59,73
SC,177,25,Mechanical,89,54
ST,52,105,Electrical,100,66
General,53,112,Civil,79,68
OBC,149,7,Electrical,62,46
OBC,66,157,Mechanical,75,58
General,44,113,Civil,78,72
General,128,35,Electrical,99,91
ST,65,33,Biotechnology,84,86
OBC,180,94,Electrical,48,82
General,45,125,Civil,80,73
OBC,214,129,Biotechnology,75,90
OBC,217,113,Biotechnology,81,97
OBC,221,0,Biotechnology,62,76
OBC,117,59,Chemical Engineering,97,88
OBC,180,151,Biotechnology,70,53
OBC,29,21,Chemical Engineering,56,63
SC,189,0,Chemical Engineering,68,53
OBC,156,19,Electrical,65,50
General,115,41,Electrical,95,86
SC,266,127,Computer Science,56,73
ST,99,23,Mechanical,61,90
OBC,0,29,Biotechnology,91,54
OBC,52,122,Civil,92,96
OBC,51,190,Chemical Engineering,69,89
General,241,194,Electrical,75,54
OBC,80,103,Civil,67,85
OBC,274,136,Chemical Engineering,74,89
General,247,194,Electrical,77,59
OBC,75,121,Biotechnology,61,88
ST,90,175,Computer Science,89,100
ST,234,154,Chemical Engineering,89,56
ST,204,186,Mechanical,93,77
OBC,194,44,Civil,61,85
ST,51,92,Electrical,96,61
OBC,61,79,Chemical Engineering,70,55
OBC,97,57,Computer Science,93,51
ST,51,99,Electrical,100,62
SC,215,194,Chemical Engineering,57,80
General,244,193,Electrical,78,57
OBC,0,29,Biotechnology,92,54
General,150,44,Civil,81,84
ST,260,159,Electrical,92,91
General,219,25,Chemical Engineering,67,60
OBC,175,154,Biotechnology,77,47
SC,165,125,Biotechnology,78,90
SC,29,90,Civil,74,67
SC,34,83,Civil,73,67
OBC,215,131,Biotechnology,73,87
General,117,30,Electrical,95,89
ST,68,95,Electrical,100,59
General,14,200,Computer Science,99,89
OBC,7,142,Biotechnology,59,72
SC,30,79,Civil,80,67
OBC,83,88,Civil,62,87
ST,234,128,Mechanical,87,74
OBC,168,96,Electrical,47,86
ST,283,198,Biotechnology,78,95
OBC,108,65,Computer Science,91,59
OBC,68,78,Chemical Engineering,73,52
OBC,38,56,Biotechnology,62,74
OBC,37,63,Biotechnology,61,70
SC,297,54,Chemical Engineering,84,51
SC,137,48,Mechanical,84,56
General,27,63,Biotechnology,83,72
SC,164,125,Biotechnology,73,92
ST,61,134,Mechanical,53,45
OBC,187,152,Biotechnology,68,56
General,166,73,Biotechnology,72,58
General,230,186,Mechanical,93,80
ST,57,30,Biotechnology,84,81
General,176,23,Computer Science,68,83
OBC,119,67,Electrical,89,88
SC,168,125,Biotechnology,77,87
ST,129,182,Electrical,100,88
OBC,279,190,Computer Science,70,77
OBC,285,53,Mechanical,86,79
OBC,165,47,Electrical,71,70
SC,283,161,Civil,92,94
OBC,263,189,Computer Science,66,77
OBC,29,32,Chemical Engineering,56,63
SC,67,188,Mechanical,48,69
SC,290,59,Chemical Engineering,83,50
SC,167,134,Biotechnology,72,90
SC,148,129,Biotechnology,74,58
OBC,67,102,Civil,70,87
OBC,207,6,Biotechnology,62,76
ST,100,26,Mechanical,65,95
General,111,174,Biotechnology,71,58
ST,51,103,Electrical,99,68
OBC,193,95,Mechanical,55,60
General,18,31,Biotechnology,59,78
OBC,129,68,Chemical Engineering,96,92
ST,206,184,Mechanical,89,75
OBC,219,125,Biotechnology,79,94
OBC,23,156,Electrical,92,69
General,22,59,Biotechnology,88,78
OBC,18,85,Mechanical,61,75
SC,51,200,Mechanical,49,74
OBC,190,48,Civil,56,85
OBC,142,45,Civil,52,93
General,132,70,Mechanical,68,74
OBC,216,8,Biotechnology,65,75
OBC,206,11,Biotechnology,65,73
OBC,271,186,Computer Science,69,80
General,247,189,Electrical,75,61
General,120,63,Mechanical,67,73
OBC,85,99,Civil,65,84
General,117,197,Mechanical,89,83
OBC,182,82,Electrical,54,81
General,55,126,Civil,81,70
OBC,62,80,Chemical Engineering,78,55
ST,83,171,Computer Science,89,98
General,22,67,Biotechnology,89,72
General,173,117,Computer Science,50,86
General,90,93,Biotechnology,80,77
OBC,9,57,Civil,87,53
OBC,125,59,Civil,47,86
ST,207,183,Mechanical,90,74
General,123,35,Electrical,97,85
OBC,6,55,Civil,80,51
ST,19,4,Civil,53,76
OBC,141,120,Mechanical,76,94
General,170,120,Computer Science,57,89
ST,196,199,Mechanical,86,73
ST,81,175,Computer Science,94,97
General,13,64,Biotechnology,87,74
ST,286,133,Computer Science,59,75
ST,228,111,Computer Science,93,79
SC,295,65,Chemical Engineering,89,54
General,166,0,Computer Science,97,96
ST,153,172,Computer Science,67,52
General,264,171,Mechanical,68,82
OBC,31,56,Biotechnology,53,75
OBC,228,116,Biotechnology,80,97
ST,60,133,Mechanical,54,50
OBC,4,51,Civil,82,53
General,241,163,Mechanical,53,58
SC,80,191,Electrical,64,86
OBC,180,55,Civil,62,83
SC,127,37,Mechanical,87,54
OBC,211,0,Biotechnology,59,75
OBC,31,69,Biotechnology,61,74
General,186,16,Computer Science,80,64
General,195,57,Chemical Engineering,65,91
ST,115,39,Mechanical,61,90
OBC,73,84,Chemical Engineering,75,56
SC,275,132,Computer Science,53,73
General,279,184,Mechanical,74,80
General,194,5,Computer Science,81,63
OBC,9,59,Civil,85,55
SC,167,149,Biotechnology,72,84
OBC,224,118,Biotechnology,69,85
SC,86,184,Chemical Engineering,57,76
OBC,123,58,Electrical,90,85
General,240,165,Mechanical,50,58
OBC,133,70,Electrical,88,82
General,245,198,Electrical,80,60
OBC,76,161,Mechanical,74,59
ST,244,156,Chemical Engineering,91,59
General,233,197,Electrical,80,62
SC,287,154,Civil,84,90
SC,167,13,Mechanical,88,49
OBC,43,123,Civil,97,94
General,235,173,Mechanical,97,73
General,183,7,Computer Science,87,64
SC,161,157,Biotechnology,68,80
OBC,0,41,Biotechnology,95,56
OBC,42,29,Chemical Engineering,47,61
ST,18,7,Electrical,100,81
OBC,40,196,Mechanical,89,51
SC,163,27,Mechanical,89,51
SC,190,0,Chemical Engineering,65,47
ST,255,161,Electrical,90,90
ST,55,91,Electrical,95,63
ST,244,172,Chemical Engineering,89,63
SC,75,182,Electrical,63,83
ST,44,152,Mechanical,58,47
SC,199,5,Chemical Engineering,70,66
ST,27,0,Electrical,94,87
SC,39,119,Mechanical,58,79
SC,47,167,Chemical Engineering,65,79
OBC,47,138,Civil,97,96
SC,299,53,Chemical Engineering,84,54
SC,170,24,Mechanical,89,56
General,130,200,Mechanical,84,83
OBC,77,170,Mechanical,80,64
General,208,30,Chemical Engineering,58,68
General,128,74,Mechanical,69,78
General,89,91,Biotechnology,74,75
OBC,77,105,Civil,66,84
OBC,117,62,Chemical Engineering,100,91
General,233,170,Mechanical,96,73
ST,21,9,Civil,56,76
ST,54,140,Mechanical,60,52
ST,100,32,Mechanical,66,89
General,208,194,Biotechnology,89,80
OBC,120,39,Mechanical,60,88
OBC,73,80,Chemical Engineering,76,50
OBC,89,197,Mechanical,69,96
OBC,23,69,Biotechnology,61,74
OBC,131,52,Electrical,91,82
ST,237,113,Computer Science,94,73
OBC,3,40,Biotechnology,91,59
OBC,134,61,Civil,50,89
ST,99,31,Civil,55,63
ST,76,30,Biotechnology,90,83
General,124,37,Electrical,96,92
OBC,223,125,Biotechnology,82,89
OBC,6,60,Civil,83,55
OBC,14,45,Civil,79,59
SC,196,14,Chemical Engineering,69,66
SC,282,162,Civil,90,93
SC,231,192,Chemical Engineering,56,72
OBC,28,31,Chemical Engineering,54,61
ST,209,199,Mechanical,92,74
General,187,12,Computer Science,80,60
OBC,126,32,Mechanical,62,84
SC,86,176,Chemical Engineering,58,77
General,130,198,Mechanical,89,83
General,204,46,Chemical Engineering,61,94
SC,300,62,Chemical Engineering,86,56
General,231,189,Mechanical,95,76
General,120,64,Mechanical,70,73
General,27,29,Biotechnology,65,76
SC,269,121,Computer Science,58,76
ST,300,200,Biotechnology,73,90
General,204,25,Chemical Engineering,59,64
General,160,0,Computer Science,99,100
OBC,52,8,Biotechnology,65,47
General,182,27,Computer Science,73,84
SC,100,107,Chemical Engineering,70,94
General,50,113,Civil,86,69
OBC,180,83,Electrical,50,80
OBC,0,59,Civil,79,50
OBC,128,61,Chemical Engineering,100,87
General,204,200,Biotechnology,96,83
OBC,186,48,Civil,64,79
SC,41,183,Chemical Engineering,67,81
OBC,226,115,Biotechnology,74,83
SC,83,176,Chemical Engineering,52,80
General,219,31,Chemical Engineering,59,66
OBC,151,120,Mechanical,73,91
SC,186,7,Chemical Engineering,71,70
ST,20,11,Civil,53,82
ST,101,27,Mechanical,67,88
OBC,23,57,Biotechnology,57,75
SC,87,188,Chemical Engineering,51,83
SC,51,184,Electrical,92,54
SC,229,196,Chemical Engineering,55,80
SC,44,176,Chemical Engineering,68,86
ST,100,27,Mechanical,66,93
SC,45,175,Electrical,95,60
OBC,101,183,Mechanical,74,95
SC,42,128,Mechanical,53,83
ST,7,14,Civil,53,85
SC,153,140,Biotechnology,76,57
ST,231,113,Computer Science,88,80
General,129,28,Electrical,96,86
General,184,18,Electrical,50,87
ST,8,0,Civil,51,79
SC,107,109,Chemical Engineering,78,90
ST,21,0,Electrical,92,81
OBC,300,58,Mechanical,93,74
OBC,78,84,Chemical Engineering,72,53
General,22,61,Biotechnology,85,75
SC,271,122,Biotechnology,69,65
OBC,0,148,Biotechnology,59,74
ST,161,7,Mechanical,70,97
OBC,20,170,Electrical,93,73
ST,291,136,Computer Science,59,79
ST,231,166,Chemical Engineering,83,58
ST,108,35,Mechanical,59,97
General,126,69,Mechanical,72,73
SC,54,188,Mechanical,49,69
OBC,185,143,Biotechnology,72,55
General,92,98,Biotechnology,82,76
General,148,46,Civil,77,83
ST,54,108,Electrical,98,59
ST,76,163,Computer Science,90,95
General,120,26,Electrical,94,88
General,122,29,Electrical,97,86
OBC,112,74,Chemical Engineering,93,91
OBC,203,23,Chemical Engineering,72,51
ST,269,162,Electrical,96,97
General,138,65,Mechanical,71,76
OBC,270,139,Chemical Engineering,76,89
SC,163,24,Mechanical,88,54
OBC,85,190,Mechanical,70,100
OBC,134,124,Mechanical,74,86
ST,93,172,Computer Science,97,100
SC,167,133,Biotechnology,79,83
General,53,112,Civil,82,71
OBC,0,40,Biotechnology,93,56
SC,37,92,Civil,80,72
ST,287,200,Biotechnology,71,93
OBC,73,89,Chemical Engineering,69,55
OBC,26,30,Chemical Engineering,52,59
ST,22,9,Electrical,92,88
SC,173,136,Biotechnology,72,85
OBC,143,110,Mechanical,71,88
ST,271,145,Electrical,88,92
OBC,62,82,Chemical Engineering,78,55
General,173,35,Computer Science,66,83
SC,34,81,Civil,75,73
General,246,179,Mechanical,98,75
OBC,212,117,Biotechnology,81,89
OBC,69,72,Chemical Engineering,75,51
SC,280,164,Civil,93,94
SC,144,31,Mechanical,86,61
ST,160,15,Computer Science,84,61
OBC,111,38,Mechanical,64,82
ST,233,118,Mechanical,80,74
General,192,59,Chemical Engineering,69,94
OBC,199,33,Chemical Engineering,72,53
ST,16,0,Electrical,49,54
SC,75,179,Electrical,58,90
SC,56,200,Mechanical,54,69
OBC,14,157,Electrical,100,69
ST,229,133,Mechanical,85,67
OBC,29,73,Biotechnology,60,78
General,19,37,Biotechnology,59,83
SC,276,129,Computer Science,51,73
General,24,198,Computer Science,95,81
ST,46,139,Mechanical,57,51
OBC,110,70,Chemical Engineering,95,87
General,244,173,Mechanical,96,75
OBC,191,46,Civil,59,84
General,57,125,Civil,86,76
SC,232,193,Chemical Engineering,54,71
ST,94,32,Civil,47,66
ST,156,29,Computer Science,86,67
General,231,173,Mechanical,49,65
ST,297,191,Biotechnology,78,94
General,215,26,Chemical Engineering,62,62
OBC,89,197,Mechanical,65,96
ST,108,38,Mechanical,64,92
ST,76,172,Computer Science,91,92
OBC,39,182,Mechanical,92,48
ST,243,106,Computer Science,94,80
OBC,19,77,Mechanical,60,72
General,238,185,Mechanical,96,80
General,161,86,Biotechnology,78,62
OBC,121,53,Electrical,88,82
OBC,2,32,Biotechnology,95,54
General,177,34,Computer Science,66,77
OBC,50,200,Chemical Engineering,77,88
SC,227,195,Chemical Engineering,50,74
ST,28,0,Electrical,93,85
SC,91,190,Chemical Engineering,58,76
OBC,53,119,Civil,94,92
SC,116,111,Chemical Engineering,75,86
General,203,191,Biotechnology,91,86
OBC,136,56,Civil,46,92
OBC,48,125,Civil,97,94
OBC,195,81,Mechanical,54,61
OBC,202,27,Chemical Engineering,74,54
General,157,128,Computer Science,55,86
ST,43,135,Mechanical,53,50
SC,279,27,Computer Science,60,56
ST,244,100,Computer Science,94,76
OBC,20,75,Mechanical,61,79
OBC,129,66,Electrical,91,83
OBC,41,30,Chemical Engineering,48,61
OBC,181,89,Mechanical,53,56
General,248,187,Mechanical,89,79
ST,11,0,Electrical,55,53
ST,77,164,Computer Science,90,94
OBC,214,116,Biotechnology,70,83
General,41,128,Civil,82,74
SC,61,193,Mechanical,54,70
General,123,61,Mechanical,74,73
OBC,218,126,Biotechnology,66,90
ST,114,38,Mechanical,59,97
General,166,0,Computer Science,96,98
ST,239,160,Chemical Engineering,87,61
OBC,176,150,Biotechnology,70,48
OBC,225,117,Biotechnology,80,91
OBC,213,113,Biotechnology,69,88
ST,230,117,Mechanical,88,69
SC,107,111,Chemical Engineering,75,87
SC,32,84,Civil,80,71
ST,296,200,Biotechnology,70,95
OBC,280,155,Chemical Engineering,70,86
OBC,114,57,Computer Science,88,57
ST,258,144,Electrical,87,90
ST,5,2,Electrical,49,54
ST,140,192,Electrical,99,93
General,245,170,Mechanical,94,71
OBC,121,46,Mechanical,59,82
General,15,66,Biotechnology,87,75
General,186,21,Computer Science,69,78
General,127,200,Mechanical,87,83
ST,131,184,Electrical,100,88
SC,216,181,Chemical Engineering,51,77
SC,160,154,Biotechnology,72,86
SC,187,23,Chemical Engineering,63,67
ST,63,28,Biotechnology,86,79
OBC,280,136,Chemical Engineering,73,89
OBC,205,20,Chemical Engineering,68,53
OBC,189,26,Chemical Engineering,69,57
OBC,190,87,Mechanical,60,56
SC,36,119,Mechanical,56,77
ST,207,186,Mechanical,90,78
General,213,200,Biotechnology,93,83
General,245,200,Electrical,74,54
ST,19,10,Civil,53,83
OBC,166,29,Electrical,74,72
SC,177,11,Mechanical,83,56
SC,153,142,Biotechnology,73,60
ST,204,186,Mechanical,89,71
General,14,187,Computer Science,98,87
General,197,14,Electrical,50,92
SC,160,153,Biotechnology,73,82
OBC,196,29,Chemical Engineering,72,52
SC,81,177,Chemical Engineering,53,83
ST,23,0,Electrical,99,82
OBC,282,137,Chemical Engineering,75,88
OBC,271,137,Chemical Engineering,73,86
SC,138,142,Biotechnology,67,57
OBC,271,188,Computer Science,70,78
SC,279,16,Computer Science,56,61
OBC,215,0,Biotechnology,63,68
General,281,178,Mechanical,69,83
SC,137,43,Mechanical,84,57
SC,130,42,Mechanical,87,58
SC,34,166,Chemical Engineering,60,88
SC,154,129,Biotechnology,72,59
General,237,181,Mechanical,90,76
OBC,29,32,Chemical Engineering,48,58
ST,258,146,Electrical,89,88
General,174,27,Computer Science,65,78
General,109,167,Biotechnology,71,61
SC,267,31,Computer Science,57,61
OBC,65,86,Chemical Engineering,71,50
ST,55,108,Electrical,96,62
General,241,179,Mechanical,92,74
ST,136,185,Electrical,97,88
OBC,33,35,Chemical Engineering,53,67
General,191,36,Computer Science,69,84
General,233,186,Mechanical,90,77
General,166,81,Biotechnology,77,61
ST,296,144,Computer Science,59,79
OBC,0,27,Biotechnology,94,55
OBC,75,85,Chemical Engineering,74,53
SC,156,127,Biotechnology,73,59
OBC,136,116,Mechanical,77,89
OBC,14,49,Civil,78,58
General,241,161,Mechanical,46,61
ST,108,31,Mechanical,65,94
OBC,27,38,Chemical Engineering,56,62
OBC,222,129,Biotechnology,70,89
SC,48,184,Electrical,95,59
General,181,3,Computer Science,81,64
OBC,0,47,Civil,82,53
General,180,6,Electrical,51,93
OBC,14,167,Electrical,96,72
SC,300,69,Chemical Engineering,83,55
SC,51,179,Electrical,88,54
OBC,83,181,Mechanical,67,92
OBC,145,123,Mechanical,77,90
ST,244,156,Chemical Engineering,91,61
General,238,182,Mechanical,92,73
SC,277,129,Biotechnology,65,66
ST,162,2,Mechanical,72,96
SC,270,34,Computer Science,59,53
SC,31,171,Chemical Engineering,66,79
General,165,117,Computer Science,55,85
SC,278,139,Computer Science,58,71
ST,283,134,Computer Science,61,73
ST,151,68,Civil,73,72
General,247,174,Mechanical,91,79
OBC,8,48,Civil,79,55
ST,239,162,Chemical Engineering,91,58
OBC,78,103,Civil,68,85
SC,109,125,Chemical Engineering,79,86
SC,300,63,Chemical Engineering,89,57
ST,242,100,Computer Science,93,71
ST,293,137,Computer Science,67,78
OBC,215,120,Biotechnology,79,94
OBC,30,73,Mechanical,56,75
OBC,26,32,Chemical Engineering,55,62
SC,288,67,Chemical Engineering,88,54
General,152,0,Computer Science,95,100
OBC,66,105,Civil,63,90
General,212,200,Biotechnology,98,84
SC,295,70,Chemical Engineering,87,57
General,55,120,Civil,81,73
OBC,94,188,Mechanical,68,92
ST,156,3,Mechanical,70,90
SC,268,127,Computer Science,57,76
ST,152,79,Civil,81,79
ST,10,11,Electrical,51,51
OBC,77,81,Chemical Engineering,69,56
SC,283,28,Computer Science,52,57
ST,0,11,Electrical,54,52
ST,140,189,Electrical,100,95
ST,86,171,Computer Science,91,95
OBC,56,8,Biotechnology,70,50
ST,10,11,Civil,59,78
OBC,56,126,Civil,90,93
ST,288,200,Biotechnology,76,90
SC,156,159,Biotechnology,75,78
General,175,35,Computer Science,65,78
SC,49,115,Mechanical,54,82
General,168,78,Biotechnology,69,57
OBC,78,91,Civil,67,83
OBC,90,181,Mechanical,74,100
SC,148,142,Biotechnology,70,52
SC,166,148,Biotechnology,74,81
SC,281,129,Computer Science,59,68
SC,155,132,Biotechnology,71,58
ST,61,37,Biotechnology,88,79
OBC,262,193,Computer Science,73,75
General,155,48,Civil,81,88
General,206,22,Chemical Engineering,59,65
SC,271,129,Biotechnology,65,58
OBC,36,195,Chemical Engineering,73,89
OBC,0,32,Biotechnology,91,57
OBC,112,34,Mechanical,63,86
General,160,61,Civil,73,81
OBC,0,38,Biotechnology,97,59
OBC,52,200,Chemical Engineering,72,88
OBC,215,118,Biotechnology,67,86
OBC,138,60,Civil,48,87
General,186,50,Chemical Engineering,62,96
OBC,107,52,Computer Science,93,55
ST,296,144,Computer Science,62,73
General,269,172,Mechanical,70,80
ST,69,105,Electrical,97,63
SC,190,14,Chemical Engineering,71,67
OBC,153,37,Electrical,71,77
ST,142,188,Electrical,95,96
General,130,191,Mechanical,86,87
General,96,99,Biotechnology,74,70
ST,69,21,Biotechnology,89,81
OBC,84,165,Mechanical,75,61
OBC,163,46,Electrical,65,76
OBC,120,33,Mechanical,65,84
ST,145,66,Civil,77,74
SC,289,60,Chemical Engineering,87,55
SC,146,41,Mechanical,84,54
ST,73,23,Biotechnology,91,79
OBC,86,198,Mechanical,72,92
OBC,285,57,Mechanical,84,80
OBC,205,31,Chemical Engineering,69,51
ST,229,111,Computer Science,94,71
ST,63,31,Biotechnology,90,87
General,189,49,Chemical Engineering,68,97
SC,166,157,Biotechnology,72,85
OBC,182,150,Biotechnology,74,49
ST,256,154,Electrical,92,97
General,137,72,Mechanical,67,73
General,26,34,Biotechnology,60,76
SC,161,153,Biotechnology,71,77
General,156,55,Civil,75,84
OBC,81,172,Mechanical,83,63
SC,276,129,Computer Science,51,70
OBC,50,123,Civil,95,91
SC,104,115,Chemical Engineering,71,90
General,126,199,Mechanical,84,86
OBC,7,61,Civil,79,51
OBC,126,43,Mechanical,63,89
OBC,59,87,Chemical Engineering,78,57
OBC,14,57,Civil,83,50
SC,112,108,Chemical Engineering,76,95
General,182,24,Computer Science,71,78
General,222,27,Chemical Engineering,58,59
General,209,200,Biotechnology,98,79
ST,231,135,Mechanical,79,72
General,221,27,Chemical Engineering,60,67
OBC,37,189,Mechanical,91,57
SC,293,63,Chemical Engineering,86,58
OBC,76,92,Civil,69,86
SC,32,174,Chemical Engineering,67,86
ST,146,0,Mechanical,75,92
